place_id,userid,travel_date,point
55,8984,2018.1.17 0:09,5
55,9533,2018.1.14 0:09,5
55,11603,2018.1.13 0:09,5
55,11010,2018.1.13 0:09,5
55,4340,2018.1.10 0:09,5
55,2545,2018.1.2 0:09,3
55,6646,2018.1.16 0:08,4
55,2852,2018.1.15 0:08,5
55,5659,2018.1.14 0:08,5
55,8501,2018.1.12 0:08,3
55,3598,2018.1.10 0:08,5
55,9748,2018.1.9 0:08,5
55,3020,2018.1.7 0:08,4
55,6064,2018.1.2 0:08,4
55,3144,2018.1.28 0:07,5
55,9952,2018.1.17 0:07,5
55,9349,2018.1.17 0:07,5
55,11178,2018.1.12 0:07,5
55,4987,2018.1.9 0:07,5
55,2652,2018.1.1 0:07,5
55,3914,2018.1.21 0:06,4
55,9058,2018.1.12 0:06,5
55,459,2018.1.2 0:06,3
55,10501,2018.1.27 0:05,5
55,6704,2018.1.13 0:05,4
55,7649,2018.1.10 0:05,5
55,10588,2018.1.8 0:05,4
55,10735,2018.1.24 0:04,5
55,10776,2018.1.22 0:04,5
55,10482,2018.1.18 0:04,5
55,6191,2018.1.10 0:04,5
55,9532,2018.1.5 0:04,5
55,2071,2018.1.15 0:03,4
55,7297,2018.1.9 0:03,5
55,8764,2018.1.28 0:02,5
55,10312,2018.1.22 0:02,5
55,5867,2018.1.20 0:02,5
55,11196,2018.1.14 0:02,5
55,7716,2018.1.6 0:02,5
55,8168,2018.1.28 0:01,5
55,10468,2018.1.25 0:01,5
55,9932,2018.1.24 0:01,5
55,8398,2018.1.22 0:01,5
55,10852,2018.1.22 0:01,5
55,1483,2018.1.21 0:01,5
55,6995,2018.1.14 0:01,5
55,9326,2018.1.5 0:01,5
55,6251,2017.1.28 0:12,5
55,10621,2017.1.21 0:12,4
55,5336,2017.1.13 0:12,5
55,10576,2017.1.10 0:12,5
55,11314,2017.1.9 0:12,5
55,7958,2017.1.8 0:12,5
55,8667,2017.1.7 0:12,4
55,1698,2017.1.6 0:12,4
55,6493,2017.1.6 0:12,5
55,626,2017.1.5 0:12,5
55,3592,2017.1.4 0:12,5
55,800,2017.1.4 0:12,5
55,6568,2017.1.4 0:12,5
55,10513,2017.1.3 0:12,5
55,7547,2017.1.3 0:12,4
55,10593,2017.1.2 0:12,3
55,5130,2017.1.1 0:12,3
55,9213,2017.1.30 0:11,5
55,10473,2017.1.29 0:11,5
55,2620,2017.1.29 0:11,4
55,2274,2017.1.29 0:11,5
55,1605,2017.1.29 0:11,5
55,11429,2017.1.28 0:11,4
55,2991,2017.1.28 0:11,5
55,10798,2017.1.28 0:11,5
55,8007,2017.1.28 0:11,4
55,7180,2017.1.28 0:11,5
55,10547,2017.1.28 0:11,3
55,2387,2017.1.27 0:11,4
55,6511,2017.1.27 0:11,5
55,1009,2017.1.26 0:11,5
55,10974,2017.1.26 0:11,5
55,6254,2017.1.26 0:11,5
55,10372,2017.1.23 0:11,5
55,2888,2017.1.22 0:11,5
55,6797,2017.1.22 0:11,5
55,5039,2017.1.22 0:11,4
55,5008,2017.1.21 0:11,5
55,5002,2017.1.21 0:11,5
55,10841,2017.1.21 0:11,5
55,6867,2017.1.20 0:11,5
55,10944,2017.1.20 0:11,5
55,9498,2017.1.20 0:11,5
55,5980,2017.1.19 0:11,4
55,10305,2017.1.18 0:11,4
55,10271,2017.1.18 0:11,5
55,7792,2017.1.17 0:11,4
55,6307,2017.1.17 0:11,4
